Price,House Type,SQFT,Bedrooms,Bathrooms,Suburb,City,Zip Code,Price_per_SQFT,Country,Condition,Built,Remodeled
"$3,350,000.00 ",House,3770,6,6,Richmond,Surrey,0,$888.59 ,England,5,1938,2005
"$775,000.00 ",Apartment,810,1,1,Clerkenwell,London,0,$956.79 ,England,5,1947,2011
"$800,000.00 ",House,1080,3,3,Acton,London,0,$740.74 ,England,2,1868,2019
"$1,850,000.00 ",House,1735,4,4,Barnes,London,0,"$1,066.28 ",England,1,1909,2003
"$1,500,000.00 ",House,1108,3,3,Barnes,London,0,"$1,353.79 ",England,1,1980,2016
"$1,695,000.00 ",House,2147,5,5,,London,0,$789.47 ,England,4,1926,2003
"$750,000.00 ",Apartment,686,1,1, Battersea,London,0,"$1,093.29 ",England,4,1883,2020
"$1,985,000.00 ",Apartment,1492,3,3, Battersea,London,0,"$1,330.43 ",England,3,1907,2006
"$1,100,000.00 ",Apartment,1125,2,2,St. John's Wood,London,0,$977.78 ,England,2,1923,2010
"$650,000.00 ",Apartment,674,2,2,Clerkenwell,London,0,$964.39 ,England,5,1979,2015
"$4,500,000.00 ",House,2145,3,3,Belgravia,London,0,"$2,097.90 ",England,4,1955,2000
"$4,750,000.00 ",New development,2552,4,4,Notting Hill,London,0,"$1,861.29 ",England,3,1925,2002
"$995,000.00 ",House,1706,5,5,Buckhurst Hill,Essex,0,$583.24 ,England,1,1915,2007
"$2,150,000.00 ",House,2172,3,3,Highgate,London,0,$989.87 ,England,5,1948,2016
"$695,000.00 ",Apartment,964,2,2,Ealing,London,0,$720.95 ,England,4,1933,2009
"$575,000.00 ",Apartment,573,2,2,,London,0,"$1,003.49 ",England,2,1946,2021
"$1,950,000.00 ",Apartment,966,2,2,,London,0,"$2,018.63 ",England,4,1855,2021
"$2,000,000.00 ",House,2365,4,4,,London,0,$845.67 ,England,4,1933,2003
"$1,100,000.00 ",Apartment,816,2,2,Star Place,London,0,"$1,348.04 ",England,1,1954,2006
"$1,550,000.00 ",House,2500,5,5,,London,0,$620.00 ,England,4,1945,2005
"$649,999.00 ",New development,569,1,1,211-227 Hackney Road,London,0,"$1,142.35 ",England,2,1902,2023
"$1,500,000.00 ",House,1868,5,5,Chiswick,London,0,$803.00 ,England,5,1953,2008
"$725,000.00 ",House,960,3,3,Hartington Road,London,0,$755.21 ,England,3,1870,2015
"$785,000.00 ",Apartment,739,2,2,,London,0,"$1,062.25 ",England,4,1973,2010
"$400,000.00 ",Apartment,491,1,1,South Hackney,London,0,$814.66 ,England,2,1929,2004
"$1,395,000.00 ",House,2141,4,4,Northwood,Middlesex,0,$651.56 ,England,5,1971,2004
"$799,950.00 ",House,1519,4,4,Northwood,Middlesex,0,$526.63 ,England,2,1974,2005
"$975,000.00 ",Bungalow,2169,3,3,Chigwell,Essex,0,$449.52 ,England,3,1926,2009
"$4,750,000.00 ",House,2157,4,4,Belgravia,London,0,"$2,202.13 ",England,1,1854,2005
"$899,950.00 ",Apartment,947,2,2,,London,0,$950.32 ,England,2,1947,2018
"$925,000.00 ",Apartment,931,2,2,Islington,London,0,$993.56 ,England,1,1956,2023
"$1,800,000.00 ",House,1776,5,5,Fulham,London,0,"$1,013.51 ",England,4,1921,2023
"$2,950,000.00 ",House,3144,6,6,Fulham,London,0,$938.30 ,England,2,1886,2005
"$795,000.00 ",New development,825,2,2, Fulham,London,0,$963.64 ,England,1,1897,2003
"$795,000.00 ",Apartment,798,2,2, Imperial Wharf,London,0,$996.24 ,England,5,1914,2010
"$499,999.00 ",Apartment,452,1,1, Longfield Avenue,London,0,"$1,106.19 ",England,1,1858,2022
"$1,450,000.00 ",House,2523,4,4,Surbiton,Surrey,0,$574.71 ,England,1,1933,2006
"$780,000.00 ",New development,558,1,1,,London,0,"$1,397.85 ",England,1,1975,2003
"$398,000.00 ",New development,461,1,1,Ashton Reach,London,0,$863.34 ,England,2,1915,2021
"$570,000.00 ",Apartment,680,2,2,,London,0,$838.24 ,England,3,1978,2020
"$625,000.00 ",House,1007,2,2,,London,0,$620.66 ,England,2,1974,2022
"$1,150,000.00 ",House,1259,3,3,Barnes,London,0,$913.42 ,England,5,1963,2014
"$655,000.00 ",Apartment,703,2,2,Clerkenwell,London,0,$931.72 ,England,3,1901,2002
"$375,000.00 ",Apartment,482,1,1,Hoxton,London,0,$778.01 ,England,4,1917,2016
"$2,395,000.00 ",House,2221,4,4,Primrose Hill,London,0,"$1,078.34 ",England,1,1873,2004
"$670,000.00 ",Apartment,614,2,2,,London,0,"$1,091.21 ",England,5,1937,2019
"$1,450,000.00 ",House,1792,5,5,,London,0,$809.15 ,England,4,1968,2018
"$1,750,000.00 ",Apartment,2203,3,3,Fitzrovia,London,0,$794.37 ,England,5,1940,2001
"$2,250,000.00 ",House,1673,3,3,,London,0,"$1,344.89 ",England,5,1956,2009
"$1,295,000.00 ",Penthouse,1424,3,3,,London,0,$909.41 ,England,1,1875,2023
"$1,750,000.00 ",House,2435,4,4,,London,0,$718.69 ,England,2,1889,2007
"$700,000.00 ",Apartment,707,2,2,,London,0,$990.10 ,England,4,1979,2018
"$2,100,000.00 ",House,2137,5,5,Barnes,London,0,$982.69 ,England,3,1942,2009
"$775,000.00 ",House,1414,4,4,Battersea,London,0,$548.09 ,England,1,1962,2007
"$1,575,000.00 ",House,2379,5,5,Wandsworth,London,0,$662.04 ,England,3,1911,2018
"$650,000.00 ",Apartment,1091,3,3,27 Frampton Park Road,London,0,$595.78 ,England,5,1890,2005
"$8,750,000.00 ",New development,2755,3,3,6 Campden Hill,London,0,"$3,176.04 ",England,1,1935,2020
"$775,000.00 ",Apartment,705,2,2, Richmond,Surrey,0,"$1,099.29 ",England,4,1941,2022
"$975,000.00 ",House,1200,3,3,Northwood,Middlesex,0,$812.50 ,England,3,1975,2016
"$699,999.00 ",New development,878,2,2,5 Danvers Avenue,London,0,$797.27 ,England,4,1873,2000
"$2,250,000.00 ",House,2344,5,5,,London,0,$959.90 ,England,1,1878,2000
"$1,750,000.00 ",House,2540,5,5,East Sheen,London,0,$688.98 ,England,1,1870,2003
"$1,380,000.00 ",House,1737,5,5,Chiswick,London,0,$794.47 ,England,5,1876,2021
"$1,595,000.00 ",House,3069,5,5,Oxshott,Surrey,0,$519.71 ,England,1,1869,2001
"$5,500,000.00 ",House,4666,7,7,Barnes,London,0,"$1,178.74 ",England,2,1934,2021
"$3,050,000.00 ",House,3717,5,5,Wimbledon,London,0,$820.55 ,England,2,1866,2013
"$2,350,000.00 ",House,3594,5,5,Wimbledon,London,0,$653.87 ,England,5,1926,2010
"$1,600,000.00 ",New development,1018,2,2,Barts Square,City Of London,0,"$1,571.71 ",England,2,1885,2021
"$6,950,000.00 ",Apartment,1840,3,3,,London,0,"$3,777.17 ",England,4,1939,2004
"$5,250,000.00 ",Apartment,2026,3,3,Knightsbridge,London,0,"$2,591.31 ",England,4,1868,2007
"$3,375,000.00 ",Apartment,913,2,2,Knightsbridge,London,0,"$3,696.60 ",England,5,1964,2014
"$1,700,000.00 ",Apartment,1138,3,3,13-15 St. Petersburgh Place,London,0,"$1,493.85 ",England,4,1977,2013
"$4,650,000.00 ",Penthouse,2231,4,4,Mayfair,London,0,"$2,084.27 ",England,1,1905,2008
"$2,100,000.00 ",Apartment,1074,2,2, Mayfair,London,0,"$1,955.31 ",England,5,1898,2022
"$7,950,000.00 ",House,3247,4,4,,London,0,"$2,448.41 ",England,4,1864,2019
"$390,000.00 ",New development,506,1,1,2  City North Place,London,0,$770.75 ,England,2,1901,2021
"$1,650,000.00 ",House,1684,4,4,,London,0,$979.81 ,England,1,1955,2001
"$2,000,000.00 ",Apartment,1997,4,4,Earl's Court,London,0,"$1,001.50 ",England,4,1910,2000
"$1,225,000.00 ",House,1633,4,4,Richmond,Surrey,0,$750.15 ,England,1,1966,2009
"$1,585,000.00 ",House,2055,4,4,,London,0,$771.29 ,England,1,1868,2001
"$4,250,000.00 ",House,4774,7,7,Wandsworth,London,0,$890.24 ,England,3,1863,2018
"$3,950,000.00 ",House,2815,4,4,,London,0,"$1,403.20 ",England,1,1883,2007
"$6,500,000.00 ",House,5196,6,6,,London,0,"$1,250.96 ",England,2,1859,2017
"$985,000.00 ",Apartment,1295,3,3,Putney,London,0,$760.62 ,England,3,1891,2018
"$1,500,000.00 ",Apartment,1275,3,3,Pimlico,London,0,"$1,176.47 ",England,3,1892,2012
"$465,000.00 ",Apartment,543,1,1,,London,0,$856.35 ,England,1,1942,2020
"$950,000.00 ",House,1357,3,3,Wimbledon,London,0,$700.07 ,England,5,1957,2015
"$699,950.00 ",Apartment,786,2,2, Wimbledon,London,0,$890.52 ,England,3,1967,2015
"$725,000.00 ",Apartment,1134,2,2,Wandsworth,London,0,$639.33 ,England,1,1863,2014
"$465,000.00 ",Apartment,473,1,1,Shannon Place,London,0,$983.09 ,England,1,1905,2019
"$500,000.00 ",Apartment,451,1,1,Abbey Road,London,0,"$1,108.65 ",England,2,1974,2017
"$5,750,000.00 ",Apartment,2524,3,3,Knightsbridge,London,0,"$2,278.13 ",England,5,1877,2014
"$5,450,000.00 ",Apartment,1650,2,2,60 Brompton Road,London,0,"$3,303.03 ",England,5,1926,2011
"$775,000.00 ",House,1169,3,3,,Twickenham,0,$662.96 ,England,2,1952,2023
"$550,000.00 ",Apartment,676,2,2,Richmond,Surrey,0,$813.61 ,England,2,1911,2020
"$1,500,000.00 ",House,4023,7,7, Coulsdon,Surrey,0,$372.86 ,England,3,1857,2016
"$775,000.00 ",Apartment,820,2,2,Putney,London,0,$945.12 ,England,5,1942,2019
"$699,950.00 ",Penthouse,907,2,2, Putney,London,0,$771.72 ,England,5,1875,2014
"$1,550,000.00 ",House,2052,4,4,,London,0,$755.36 ,England,1,1860,2014
"$1,850,000.00 ",House,3247,7,7,,London,0,$569.76 ,England,1,1910,2002
"$249,999.00 ",Apartment,458,1,1,Streatham Hill,London,0,$545.85 ,England,2,1887,2022
"$3,300,000.00 ",House,3448,4,4,Little Venice,London,0,$957.08 ,England,1,1875,2002
"$1,600,000.00 ",Apartment,1402,2,2,Fitzrovia,London,0,"$1,141.23 ",England,4,1864,2003
"$1,790,000.00 ",Penthouse,890,2,2, Fitzrovia,London,0,"$2,011.24 ",England,3,1949,2009
"$4,950,000.00 ",Apartment,2817,6,6, Marylebone,London,0,"$1,757.19 ",England,2,1966,2005
"$2,250,000.00 ",Apartment,987,2,2,,London,0,"$2,279.64 ",England,1,1924,2009
"$2,650,000.00 ",Apartment,1027,2,2,Mayfair,London,0,"$2,580.33 ",England,5,1906,2021
"$1,000,000.00 ",House,2000,4,4,Buckhurst Hill,Essex,0,$500.00 ,England,3,1925,2010
"$1,250,000.00 ",House,2244,4,4,Loughton,Essex,0,$557.04 ,England,5,1894,2010
"$990,000.00 ",New development,820,2,2,82-88 Fulham High Street,London,0,"$1,207.32 ",England,2,1886,2016
"$1,650,000.00 ",New development,1259,3,3, Smithfield Market,London,0,"$1,310.56 ",England,3,1930,2010
"$765,000.00 ",New development,618,1,1,10 Gatliff Road,London,0,"$1,237.86 ",England,1,1879,2001
"$1,100,000.00 ",Apartment,1095,2,2, Shoreditch,London,0,"$1,004.57 ",England,4,1936,2004
"$474,950.00 ",Apartment,540,1,1,Hackney,London,0,$879.54 ,England,2,1862,2007
"$2,450,000.00 ",Penthouse,1879,3,3,Hampstead,London,0,"$1,303.89 ",England,5,1947,2014
"$650,000.00 ",Apartment,668,1,1, Hampstead,London,0,$973.05 ,England,4,1913,2002
"$499,950.00 ",Apartment,603,1,1,,London,0,$829.10 ,England,4,1951,2009
"$449,950.00 ",Apartment,539,1,1,,London,0,$834.79 ,England,5,1925,2005
"$1,349,950.00 ",House,2986,5,5,Esher,Surrey,0,$452.09 ,England,1,1952,2001
"$1,350,000.00 ",House,1890,4,4,East Molesey,Surrey,0,$714.29 ,England,3,1930,2009
"$375,000.00 ",Apartment,961,2,2, Barwell Lane,Chessington,0,$390.22 ,England,5,1872,2022
"$625,000.00 ",House,968,3,3,Esher,Surrey,0,$645.66 ,England,5,1972,2014
"$2,250,000.00 ",House,4312,5,5,East Molesey,Surrey,0,$521.80 ,England,2,1915,2003
"$2,350,000.00 ",House,3861,5,5,Esher,Surrey,0,$608.65 ,England,4,1972,2009
"$900,000.00 ",House,1437,3,3,Esher,Surrey,0,$626.30 ,England,5,1945,2012
"$395,000.00 ",Apartment,734,2,2,,London,0,$538.15 ,England,2,1926,2002
"$1,000,000.00 ",Penthouse,1539,2,2,4 Woodland Crescent,London,0,$649.77 ,England,1,1877,2000
"$825,000.00 ",Apartment,1517,3,3,,London,0,$543.84 ,England,2,1852,2000
"$1,600,000.00 ",House,2340,5,5,,London,0,$683.76 ,England,5,1969,2003
"$1,250,000.00 ",Apartment,1085,2,2, Clerkenwell,London,0,"$1,152.07 ",England,4,1902,2018
"$1,100,000.00 ",House,1112,3,3,Chiswick,London,0,$989.21 ,England,3,1902,2014
"$1,200,000.00 ",House,1517,4,4,Chiswick,London,0,$791.03 ,England,2,1956,2005
"$4,000,000.00 ",House,5108,5,5,Barnes,London,0,$783.09 ,England,3,1909,2014
"$1,250,000.00 ",House,1952,3,3, Barnes,London,0,$640.37 ,England,4,1974,2017
"$430,000.00 ",Apartment,477,1,1,,London,0,$901.47 ,England,2,1931,2021
"$635,000.00 ",Apartment,556,2,2,,London,0,"$1,142.09 ",England,1,1939,2010
"$1,000,000.00 ",New development,960,2,2,,London,0,"$1,041.67 ",England,2,1976,2022
"$420,000.00 ",Apartment,783,2,2,,London,0,$536.40 ,England,2,1980,2020
"$699,950.00 ",Apartment,816,2,2,Prince of Wales Drive,London,0,$857.78 ,England,3,1968,2015
"$585,000.00 ",Apartment,552,1,1,Prince of Wales Drive,London,0,"$1,059.78 ",England,5,1926,2014
"$800,000.00 ",House,1148,3,3,Battersea,London,0,$696.86 ,England,4,1895,2003
"$375,000.00 ",House,880,3,3, Walton-on-Thames,Surrey,0,$426.14 ,England,5,1888,2007
"$1,450,000.00 ",House,2131,4,4,Wandsworth,London,0,$680.43 ,England,2,1893,2014
"$2,000,000.00 ",House,2518,5,5,Wandsworth,London,0,$794.28 ,England,3,1900,2008
"$995,000.00 ",Apartment,814,2,2,St John's Wood,London,0,"$1,222.36 ",England,2,1972,2014
"$3,250,000.00 ",Apartment,917,2,2,Piccadilly,London,0,"$3,544.17 ",England,1,1955,2019
"$4,495,000.00 ",House,4063,6,6,Richmond,Surrey,0,"$1,106.33 ",England,4,1872,2011
"$1,350,000.00 ",Bungalow,2912,4,4,Northwood,Middlesex,0,$463.60 ,England,2,1912,2016
"$875,000.00 ",Apartment,570,2,2,Marylebone,London,0,"$1,535.09 ",England,1,1911,2004
"$750,000.00 ",Apartment,633,2,2,Marylebone,London,0,"$1,184.83 ",England,3,1972,2010
"$7,500,000.00 ",House,2693,4,4,South Kensington,London,0,"$2,785.00 ",England,3,1924,2013
"$5,950,000.00 ",Penthouse,3002,4,4,Stanford Road,London,0,"$1,982.01 ",England,2,1945,2005
"$3,750,000.00 ",Apartment,1925,3,3,,London,0,"$1,948.05 ",England,3,1961,2002
"$7,600,000.00 ",New development,2238,3,3, Kensington,London,0,"$3,395.89 ",England,4,1935,2020
"$565,000.00 ",New development,739,2,2,3 City North Place,London,0,$764.55 ,England,1,1914,2012
"$1,435,000.00 ",House,1341,3,3,Islington,London,0,"$1,070.10 ",England,4,1910,2006
"$1,295,000.00 ",New development,1321,2,2,,London,0,$980.32 ,England,4,1973,2011
"$485,000.00 ",Apartment,822,2,2,De Beauvoir,London,0,$590.02 ,England,1,1926,2001
"$520,000.00 ",Apartment,944,2,2,East Molesey,Surrey,0,$550.85 ,England,3,1918,2004
"$2,350,000.00 ",House,2281,4,4,,London,0,"$1,030.25 ",England,4,1875,2023
"$1,350,000.00 ",House,1805,4,4,,London,0,$747.92 ,England,4,1872,2016
"$545,000.00 ",New development,691,1,1, Battersea,London,0,$788.71 ,England,1,1895,2015
"$640,000.00 ",New development,691,2,2, Battersea,London,0,$926.19 ,England,5,1906,2023
"$545,000.00 ",New development,577,1,1, Battersea,London,0,$944.54 ,England,5,1907,2005
"$1,850,000.00 ",Penthouse,2120,3,3,Putney,London,0,$872.64 ,England,2,1919,2018
"$1,460,000.00 ",New development,1399,3,3,Putney,London,0,"$1,043.60 ",England,2,1875,2004
"$2,200,000.00 ",House,2266,5,5,Barnes,London,0,$970.87 ,England,2,1922,2004
"$1,325,000.00 ",House,1782,4,4,,London,0,$743.55 ,England,4,1860,2016
"$3,550,000.00 ",Apartment,1862,3,3,Vauxhall,London,0,"$1,906.55 ",England,5,1927,2000
"$1,195,000.00 ",House,1271,3,3,Wimbledon,London,0,$940.20 ,England,3,1912,2005
"$1,995,000.00 ",House,2620,5,5,Wimbledon,London,0,$761.45 ,England,3,1916,2011
"$1,585,000.00 ",House,1712,4,4,Wimbledon,London,0,$925.82 ,England,4,1974,2021
"$2,695,000.00 ",House,3924,6,6,Wimbledon,London,0,$686.80 ,England,3,1956,2013
"$2,990,000.00 ",House,3067,6,6,Wimbledon,London,0,$974.89 ,England,4,1904,2023
"$1,875,000.00 ",House,2422,5,5,Wandsworth,London,0,$774.15 ,England,1,1929,2006
"$650,000.00 ",Apartment,623,2,2,Shannon Place,London,0,"$1,043.34 ",England,3,1885,2007
"$559,000.00 ",Apartment,513,1,1, Aldgate,London,0,"$1,089.67 ",England,4,1940,2020
"$3,450,000.00 ",Apartment,1441,2,2,,London,0,"$2,394.17 ",England,2,1861,2013
"$2,000,000.00 ",Apartment,1520,2,2,Belgravia,London,0,"$1,315.79 ",England,4,1930,2007
"$1,650,000.00 ",House,1750,4,4,Richmond,Surrey,0,$942.86 ,England,4,1876,2023
"$425,000.00 ",Apartment,592,1,1, Putney,London,0,$717.91 ,England,2,1858,2018
"$700,000.00 ",Apartment,1040,3,3,,London,0,$673.08 ,England,3,1941,2007
"$2,200,000.00 ",Apartment,1163,3,3,Marylebone,London,0,"$1,891.66 ",England,1,1922,2014
"$1,750,000.00 ",House,1224,3,3,Marylebone,London,0,"$1,429.74 ",England,1,1876,2001
"$1,450,000.00 ",Apartment,765,2,2,,London,0,"$1,895.42 ",England,4,1940,2005
"$3,500,000.00 ",House,2216,4,4,Islington,London,0,"$1,579.42 ",England,1,1924,2004
"$925,000.00 ",Apartment,1032,2,2,,London,0,$896.32 ,England,4,1943,2006
"$1,850,000.00 ",Apartment,1623,4,4,Islington,London,0,"$1,139.86 ",England,2,1938,2006
"$2,295,000.00 ",Apartment,2039,3,3,Hampstead,London,0,"$1,125.55 ",England,4,1931,2017
"$925,000.00 ",Apartment,730,1,1,Hampstead,London,0,"$1,267.12 ",England,1,1859,2008
"$2,000,000.00 ",House,3060,5,5,,London,0,$653.59 ,England,1,1870,2002
"$1,350,000.00 ",House,1767,4,4,,London,0,$764.01 ,England,4,1887,2011
"$1,418,000.00 ",New development,1335,3,3, Canary Wharf,London,0,"$1,062.17 ",England,3,1930,2011
"$1,300,000.00 ",House,1685,4,4,Chiswick,London,0,$771.51 ,England,4,1892,2012
"$5,350,000.00 ",House,2710,4,4,,London,0,"$1,974.17 ",England,4,1959,2000
"$2,400,000.00 ",House,2425,5,5,Barnes,London,0,$989.69 ,England,5,1949,2002
"$825,000.00 ",Apartment,853,3,3, Fulham,London,0,$967.17 ,England,5,1952,2004
"$635,000.00 ",Apartment,634,2,2,Hammersmith,London,0,"$1,001.58 ",England,1,1850,2011
"$935,000.00 ",Apartment,944,2,2,,London,0,$990.47 ,England,4,1961,2013
"$699,950.00 ",House,883,2,2,Wimbledon,London,0,$792.70 ,England,5,1880,2021
"$765,000.00 ",House,1500,4,4,New Malden,Surrey,0,$510.00 ,England,1,1874,2002
"$1,250,000.00 ",House,2502,5,5,Walton-on-Thames,Surrey,0,$499.60 ,England,2,1889,2021
"$725,000.00 ",New development,784,2,2, Putney,London,0,$924.74 ,England,5,1940,2022
"$1,350,000.00 ",Apartment,628,1,1,Notting Hill,London,0,"$2,149.68 ",England,3,1890,2013
"$1,200,000.00 ",House,1746,5,5,,London,0,$687.29 ,England,5,1975,2021
"$970,000.00 ",New development,810,2,2,,82-88 Fulham High Street,0,"$1,197.53 ",England,2,1930,2022
"$650,000.00 ",New development,560,1,1,82-88 Fulham High Street,London,0,"$1,160.71 ",England,2,1854,2021
"$750,000.00 ",Apartment,599,1,1,Chelsea,London,0,"$1,252.09 ",England,4,1883,2007
"$500,000.00 ",New development,566,1,1,,London,0,$883.39 ,England,5,1937,2005
"$825,000.00 ",Penthouse,1226,2,2,158 Northchurch Road,London,0,$672.92 ,England,3,1884,2000
"$975,000.00 ",Apartment,1386,3,3,,London,0,$703.46 ,England,3,1964,2023
"$350,000.00 ",Studio,425,0,0,Ealing,London,0,$823.53 ,England,1,1961,2009
"$925,000.00 ",House,1270,4,4,Esher,Surrey,0,$728.35 ,England,1,1964,2009
"$1,000,000.00 ",Apartment,703,2,2,,London,0,"$1,422.48 ",England,2,1956,2019
"$1,495,000.00 ",Apartment,1122,2,2,,London,0,"$1,332.44 ",England,4,1916,2023
"$2,350,000.00 ",House,2667,5,5,,London,0,$881.14 ,England,3,1975,2017
"$675,000.00 ",Apartment,924,2,2,,London,0,$730.52 ,England,3,1862,2007
"$765,000.00 ",Apartment,1025,4,4,Marius Road,London,0,$746.34 ,England,3,1938,2004
"$799,950.00 ",Apartment,1320,4,4,,London,0,$606.02 ,England,1,1907,2022
"$2,950,000.00 ",Penthouse,3451,5,5,Limehouse,London,0,$854.82 ,England,5,1881,2009
"$999,950.00 ",Apartment,792,2,2,Finsbury,London,0,"$1,262.56 ",England,5,1883,2003
"$1,200,000.00 ",House,1710,4,4, Chiswick,London,0,$701.75 ,England,3,1903,2005
"$1,250,000.00 ",House,1395,4,4,Chiswick,London,0,$896.06 ,England,4,1941,2011
"$1,495,000.00 ",House,1889,4,4,Chiswick,London,0,$791.42 ,England,2,1908,2013
"$1,950,000.00 ",House,2150,4,4,Barnes,London,0,$906.98 ,England,4,1902,2001
"$785,000.00 ",New development,590,1,1,101 Wood Lane,London,0,"$1,330.51 ",England,4,1914,2011
"$2,250,000.00 ",Apartment,1641,3,3, Battersea,London,0,"$1,371.12 ",England,1,1966,2008
"$6,450,000.00 ",Apartment,3578,2,2, Westminster,London,0,"$1,802.68 ",England,5,1927,2002
"$749,950.00 ",Apartment,1059,2,2, Wimbledon,London,0,$708.17 ,England,1,1874,2003
"$1,675,000.00 ",House,2565,4,4,,London,0,$653.02 ,England,1,1908,2015
"$950,000.00 ",House,1360,4,4,,London,0,$698.53 ,England,1,1870,2023
"$1,975,000.00 ",Penthouse,2458,2,2,226 Arlington Road,London,0,$803.50 ,England,2,1903,2004
"$3,550,000.00 ",House,1986,5,5,Chelsea,London,0,"$1,787.51 ",England,5,1949,2019
"$350,000.00 ",Apartment,539,1,1,Balham High Road,London,0,$649.35 ,England,2,1872,2003
"$2,375,000.00 ",New development,2540,5,5,,Thurleigh Road,0,$935.04 ,England,4,1951,2000
"$2,325,000.00 ",New development,2466,5,5,,Thurleigh Road,0,$942.82 ,England,4,1871,2016
"$4,600,000.00 ",New development,1961,3,3,Fitzrovia,London,0,"$2,345.74 ",England,5,1873,2008
"$700,000.00 ",House,1174,4,4,Loughton,Essex,0,$596.25 ,England,1,1912,2021
"$1,350,000.00 ",House,2312,4,4, Epping,Essex,0,$583.91 ,England,1,1965,2009
"$1,325,000.00 ",New development,824,2,2,9 Gatliff Road,London,0,"$1,608.01 ",England,4,1865,2021
"$1,850,000.00 ",Apartment,981,2,2,,London,0,"$1,885.83 ",England,5,1922,2014
"$5,250,000.00 ",House,3782,8,8,Belsize Park,London,0,"$1,388.15 ",England,2,1917,2010
"$1,000,000.00 ",House,1549,4,4,Ealing,London,0,$645.58 ,England,5,1977,2004
"$1,275,000.00 ",House,2344,5,5,Esher,Surrey,0,$543.94 ,England,4,1908,2004
"$2,000,000.00 ",Apartment,1072,2,2,,London,0,"$1,865.67 ",England,2,1908,2012
"$1,200,000.00 ",House,1760,4,4,East Sheen,London,0,$681.82 ,England,3,1903,2001
"$1,175,000.00 ",House,1668,4,4,,London,0,$704.44 ,England,4,1980,2019
"$1,300,000.00 ",House,2177,4,4,,London,0,$597.15 ,England,4,1948,2011
"$3,500,000.00 ",House,4213,7,7,,London,0,$830.76 ,England,5,1956,2001
"$800,000.00 ",Apartment,1035,2,2,,London,0,$772.95 ,England,3,1944,2018
"$1,200,000.00 ",House,1615,4,4,Chiswick,London,0,$743.03 ,England,5,1930,2017
"$3,295,000.00 ",House,3230,5,5, Chiswick,London,0,"$1,020.12 ",England,3,1959,2003
"$425,000.00 ",Apartment,548,2,2,,London,0,$775.55 ,England,4,1958,2000
"$1,215,000.00 ",New development,1091,3,3, Putney,London,0,"$1,113.66 ",England,2,1897,2010
"$1,850,000.00 ",House,1341,3,3,,London,0,"$1,379.57 ",England,2,1965,2009
"$2,275,000.00 ",House,2652,5,5,Barnes,London,0,$857.84 ,England,1,1912,2001
"$400,000.00 ",Apartment,601,2,2, Barnes,London,0,$665.56 ,England,4,1907,2002
"$800,000.00 ",Apartment,1143,3,3, Battersea,London,0,$699.91 ,England,4,1955,2001
"$700,000.00 ",Apartment,940,2,2,Battersea,London,0,$744.68 ,England,1,1897,2009
"$750,000.00 ",Apartment,1522,4,4,,London,0,$492.77 ,England,5,1912,2020
"$500,000.00 ",Apartment,561,1,1,Clerkenwell,London,0,$891.27 ,England,1,1949,2009
"$3,975,000.00 ",House,1726,3,3,Knightsbridge,London,0,"$2,303.01 ",England,2,1976,2018
"$1,999,995.00 ",House,2537,5,5,,Twickenham,0,$788.33 ,England,4,1943,2015
"$1,099,000.00 ",House,1554,4,4, Putney,London,0,$707.21 ,England,2,1924,2006
"$539,950.00 ",Apartment,627,2,2,Weimar Street,London,0,$861.16 ,England,3,1980,2007
"$1,050,000.00 ",House,1677,4,4,Northwood,Middlesex,0,$626.12 ,England,5,1886,2002
"$850,000.00 ",Apartment,901,2,2,,London,0,$943.40 ,England,1,1890,2005
"$599,950.00 ",Apartment,699,2,2,,London,0,$858.30 ,England,1,1962,2019
"$695,000.00 ",Apartment,987,2,2,,London,0,$704.15 ,England,1,1966,2018
"$950,000.00 ",Apartment,922,3,3, Maida Vale,London,0,"$1,030.37 ",England,3,1963,2016
"$1,999,995.00 ",House,2073,4,4,,London,0,$964.78 ,England,3,1911,2017
"$365,000.00 ",Apartment,520,1,1,,London,0,$701.92 ,England,2,1889,2002
"$1,200,000.00 ",Apartment,1218,3,3,Hampstead,London,0,$985.22 ,England,4,1912,2001
"$2,950,000.00 ",House,4389,6,6,East Molesey,Surrey,0,$672.13 ,England,5,1936,2021
"$380,000.00 ",Apartment,550,1,1,42 White Horse Lane,London,0,$690.91 ,England,1,1889,2005
"$1,875,000.00 ",House,3435,5,5,,London,0,$545.85 ,England,2,1923,2014
"$5,100,000.00 ",House,4459,7,7,,London,0,"$1,143.75 ",England,5,1856,2015
"$490,000.00 ",Apartment,771,2,2, Canary Wharf,London,0,$635.54 ,England,5,1867,2014
"$2,750,000.00 ",House,2612,6,6,Barnes,London,0,"$1,052.83 ",England,3,1901,2003
"$450,000.00 ",Apartment,460,1,1, St John's Wood,London,0,$978.26 ,England,5,1973,2005
"$825,000.00 ",House,1224,3,3,Putney,London,0,$674.02 ,England,4,1942,2016
"$1,695,000.00 ",House,2205,4,4,Putney,London,0,$768.71 ,England,1,1978,2020
"$425,000.00 ",Apartment,548,1,1,Putney,London,0,$775.55 ,England,5,1928,2007
"$1,250,000.00 ",Apartment,896,2,2,Primrose Hill,London,0,"$1,395.09 ",England,5,1907,2018
"$3,750,000.00 ",House,2239,4,4,,London,0,"$1,674.85 ",England,3,1914,2016
