Price,Bedrooms,Bathrooms,SQFT,Price_per_SQFT,House Type,Condition,Built,Remodeled,Suburb,City,Zip Code,Country
"$360,000.00 ",2,1,850,$423.53 ,House,5,1909,1988,None,Seattle,98108,USA
"$256,750.00 ",3,3,1990,$129.02 ,House,3,1969,2010,None,Kent,98042,USA
"$332,500.00 ",3,2,1800,$184.72 ,House,3,1995,0,None,Maple Valley,98038,USA
"$975,000.00 ",5,4,4850,$201.03 ,House,3,1977,2004,None,Bellevue,98005,USA
"$218,000.00 ",3,1,1020,$213.73 ,House,3,1956,2001,None,Seattle,98106,USA
"$429,000.00 ",3,3,2420,$177.27 ,House,3,1985,0,None,Issaquah,98027,USA
"$589,000.00 ",4,3,2910,$202.41 ,House,3,1998,2006,None,Snoqualmie,98065,USA
"$255,000.00 ",3,2,1060,$240.57 ,House,3,1973,2013,None,Renton,98058,USA
"$668,750.00 ",4,3,2340,$285.79 ,House,3,1964,2000,None,Shoreline,98177,USA
"$344,500.00 ",4,3,1800,$191.39 ,House,3,2002,0,None,Renton,98055,USA
"$452,000.00 ",4,2,1660,$272.29 ,House,3,1945,2010,None,Seattle,98126,USA
"$540,000.00 ",3,2,1300,$415.38 ,House,3,1983,2009,None,Redmond,98053,USA
"$246,000.00 ",3,2,1780,$138.20 ,House,3,1953,0,None,Seattle,98168,USA
"$535,000.00 ",2,1,1030,$519.42 ,House,3,1939,1969,None,Seattle,98103,USA
"$970,000.00 ",4,3,2790,$347.67 ,House,3,1963,2013,None,Shoreline,98177,USA
"$430,000.00 ",3,1,1150,$373.91 ,House,5,1906,0,None,Seattle,98103,USA
"$520,000.00 ",4,3,3290,$158.05 ,House,3,1992,0,None,Kenmore,98028,USA
"$712,000.00 ",4,3,3400,$209.41 ,House,3,2001,0,None,Ravensdale,98051,USA
"$450,000.00 ",2,1,1200,$375.00 ,House,3,1940,1996,None,Seattle,98126,USA
"$220,000.00 ",4,3,2160,$101.85 ,House,3,1993,0,None,Pacific,98047,USA
"$525,000.00 ",3,1,1450,$362.07 ,House,4,1948,0,None,Seattle,98118,USA
"$1,220,000.00 ",4,3,3240,$376.54 ,House,3,2008,0,None,Seattle,98109,USA
"$540,000.00 ",3,2,1470,$367.35 ,House,3,2007,0,None,Seattle,98115,USA
"$600,000.00 ",4,3,2360,$254.24 ,House,3,2001,0,None,Kirkland,98034,USA
"$600,000.00 ",3,2,2230,$269.06 ,House,4,1987,0,None,Bellevue,98007,USA
"$625,000.00 ",4,3,2630,$237.64 ,House,3,1986,0,None,Woodinville,98072,USA
"$150,000.00 ",3,1,1010,$148.51 ,House,3,1966,1963,None,Carnation,98014,USA
"$389,999.00 ",3,2,1445,$269.90 ,House,3,2003,0,None,Issaquah,98027,USA
"$285,000.00 ",3,2,2380,$119.75 ,House,3,1935,1974,None,Seattle,98178,USA
"$744,000.00 ",4,3,2830,$262.90 ,House,3,1998,2006,None,Sammamish,98075,USA
"$700,000.00 ",4,3,3010,$232.56 ,House,3,1996,0,None,Redmond,98053,USA
"$318,989.00 ",4,2,2000,$159.49 ,House,4,1978,2000,None,Federal Way,98023,USA
"$556,000.00 ",3,2,2020,$275.25 ,House,3,1998,2006,None,Kirkland,98033,USA
"$275,000.00 ",3,3,2030,$135.47 ,House,3,1993,0,None,Maple Valley,98038,USA
"$430,000.00 ",3,3,2550,$168.63 ,House,3,1994,0,None,Shoreline,98155,USA
"$300,000.00 ",2,1,970,$309.28 ,House,3,1949,1998,None,Seattle,98106,USA
"$396,450.00 ",3,2,1540,$257.44 ,House,5,1967,0,None,Issaquah,98027,USA
"$225,000.00 ",2,1,1396,$161.17 ,House,3,1940,1997,None,Redmond,98053,USA
"$700,000.00 ",4,3,2780,$251.80 ,House,3,2006,0,None,Seattle,98133,USA
"$260,000.00 ",6,2,2220,$117.12 ,House,3,1977,2004,None,Auburn,98002,USA
"$655,000.00 ",4,4,2350,$278.72 ,House,3,1994,0,None,Kirkland,98033,USA
"$1,185,000.00 ",3,2,2760,$429.35 ,House,5,1978,0,None,Bellevue,98005,USA
"$1,550,000.00 ",3,3,4460,$347.53 ,House,3,1992,0,None,Kirkland,98033,USA
"$413,800.00 ",3,2,1440,$287.36 ,House,3,2007,0,None,Redmond,98053,USA
"$950,000.00 ",5,4,5330,$178.24 ,House,3,2006,0,None,Issaquah,98027,USA
"$334,990.00 ",4,3,2220,$150.90 ,House,3,2014,0,None,Seattle,98146,USA
"$2,700,000.00 ",5,5,5305,$508.95 ,House,3,2005,0,None,Kirkland,98033,USA
"$1,030,000.00 ",3,4,3880,$265.46 ,House,3,2009,0,None,Kirkland,98034,USA
"$1,130,000.00 ",4,3,3810,$296.59 ,House,3,2007,0,None,Kirkland,98033,USA
"$556,000.00 ",3,3,1960,$283.67 ,House,3,2007,0,None,Issaquah,98029,USA
"$360,000.00 ",3,3,1530,$235.29 ,House,3,2009,0,None,Seattle,98103,USA
"$480,000.00 ",4,2,3250,$147.69 ,House,4,1983,0,None,Kent,98042,USA
"$324,000.00 ",3,3,1750,$185.14 ,House,3,1994,0,None,Renton,98055,USA
"$1,050,000.00 ",4,3,3440,$305.23 ,House,3,1983,2009,None,Kirkland,98033,USA
"$275,000.00 ",1,1,1170,$235.04 ,House,5,1962,0,None,Enumclaw,98022,USA
"$180,000.00 ",3,1,870,$206.90 ,House,3,1969,2014,None,Covington,98042,USA
"$749,000.00 ",4,3,2930,$255.63 ,House,3,1998,2006,None,Sammamish,98075,USA
"$1,600,000.00 ",3,3,3160,$506.33 ,House,4,1966,0,None,Bellevue,98004,USA
"$373,500.00 ",2,1,800,$466.88 ,House,3,1918,0,None,Seattle,98107,USA
"$770,000.00 ",4,3,2350,$327.66 ,House,4,1987,0,None,Bellevue,98006,USA
"$356,000.00 ",2,2,1060,$335.85 ,House,3,1977,2004,None,Woodinville,98072,USA
"$625,000.00 ",3,2,2060,$303.40 ,House,4,1984,0,None,Redmond,98052,USA
"$494,400.00 ",2,2,1560,$316.92 ,House,4,1904,0,None,Seattle,98109,USA
"$585,000.00 ",4,2,3000,$195.00 ,House,3,1950,2005,None,Renton,98056,USA
"$926,300.00 ",3,2,1660,$558.01 ,House,3,1907,1983,None,Seattle,98119,USA
"$600,000.00 ",3,2,1650,$363.64 ,House,5,1908,0,None,Seattle,98115,USA
"$430,000.00 ",4,3,3220,$133.54 ,House,3,1990,2009,None,Kent,98031,USA
"$307,000.00 ",3,2,2320,$132.33 ,House,3,1976,0,None,Duvall,98019,USA
"$604,700.00 ",4,3,2750,$219.89 ,House,3,1981,2013,None,Des Moines,98198,USA
"$219,900.00 ",3,1,910,$241.65 ,House,2,1956,0,None,Seattle,98146,USA
"$270,000.00 ",2,2,840,$321.43 ,House,3,2005,0,None,Seattle,98115,USA
"$432,000.00 ",3,2,1470,$293.88 ,House,3,2007,0,None,Seattle,98136,USA
"$300,000.00 ",6,2,2040,$147.06 ,House,4,1943,0,None,Renton,98056,USA
"$361,000.00 ",3,1,1100,$328.18 ,House,4,1922,0,None,Des Moines,98198,USA
"$249,950.00 ",2,1,940,$265.90 ,House,4,1959,0,None,Burien,98166,USA
"$320,000.00 ",3,2,1110,$288.29 ,House,5,1978,0,None,North Bend,98045,USA
"$305,000.00 ",4,2,2200,$138.64 ,House,5,1942,0,None,Seattle,98168,USA
"$503,000.00 ",2,2,2860,$175.87 ,House,3,1948,2003,None,Federal Way,98023,USA
"$235,750.00 ",2,1,740,$318.58 ,House,2,1938,0,None,Seattle,98146,USA
"$657,000.00 ",4,2,2740,$239.78 ,House,3,1954,2005,None,Seattle,98118,USA
"$385,000.00 ",3,1,1250,$308.00 ,House,4,1956,0,None,Bellevue,98008,USA
"$389,950.00 ",4,3,3140,$124.19 ,House,3,1991,0,None,Federal Way,98023,USA
"$150,000.00 ",2,1,820,$182.93 ,House,3,1954,2005,None,Seattle,98168,USA
"$254,500.00 ",4,3,2570,$99.03 ,House,3,1998,2006,None,Auburn,98092,USA
"$555,000.00 ",4,2,2350,$236.17 ,House,4,1977,0,None,Bellevue,98006,USA
"$1,075,000.00 ",4,3,3600,$298.61 ,House,4,1976,1992,None,Bellevue,98008,USA
"$245,000.00 ",4,2,1580,$155.06 ,House,3,1967,2011,None,Federal Way,98003,USA
"$319,950.00 ",2,1,1070,$299.02 ,House,5,1949,0,None,Seattle,98178,USA
"$337,000.00 ",3,1,1070,$314.95 ,House,5,1951,0,None,Seattle,98125,USA
"$492,000.00 ",4,2,1640,$300.00 ,House,3,1907,1983,None,Seattle,98107,USA
"$1,170,000.00 ",3,3,2890,$404.84 ,House,4,1987,0,None,Kirkland,98033,USA
"$348,580.00 ",3,1,1220,$285.72 ,House,3,1966,1963,None,Kirkland,98034,USA
"$180,000.00 ",2,1,1400,$128.57 ,House,3,1922,2008,None,Renton,98057,USA
"$400,000.00 ",3,1,1040,$384.62 ,House,3,1942,1999,None,Seattle,98136,USA
"$295,000.00 ",4,2,980,$301.02 ,House,5,1978,0,None,North Bend,98045,USA
"$910,000.00 ",4,3,3340,$272.46 ,House,3,1963,2000,None,Redmond,98052,USA
"$1,150,000.00 ",6,5,6040,$190.40 ,House,3,1996,0,None,Issaquah,98029,USA
"$431,500.00 ",3,4,1900,$227.11 ,House,3,2008,0,None,Seattle,98136,USA
"$180,000.00 ",4,2,1740,$103.45 ,House,3,1962,2003,None,SeaTac,98168,USA
"$677,000.00 ",3,2,2000,$338.50 ,House,4,1916,0,None,Seattle,98103,USA
"$1,180,500.00 ",3,2,1610,$733.23 ,House,3,1973,2013,None,Seattle,98112,USA
"$635,700.00 ",4,3,3240,$196.20 ,House,3,1977,2004,None,Sammamish,98074,USA
"$482,000.00 ",5,2,2230,$216.14 ,House,3,1978,0,None,Woodinville,98077,USA
"$168,000.00 ",2,3,1160,$144.83 ,House,3,1998,2006,None,Seattle,98106,USA
"$805,000.00 ",4,3,2410,$334.02 ,House,5,1950,0,None,Seattle,98107,USA
"$398,000.00 ",2,1,590,$674.58 ,House,3,1983,2009,None,Black Diamond,98010,USA
"$665,000.00 ",4,3,2600,$255.77 ,House,3,1996,0,None,Newcastle,98059,USA
"$592,500.00 ",4,3,2170,$273.04 ,House,4,1968,0,None,Redmond,98052,USA
"$940,000.00 ",4,3,2080,$451.92 ,House,3,1912,2000,None,Seattle,98107,USA
"$655,000.00 ",4,3,2860,$229.02 ,House,3,1999,0,None,Sammamish,98075,USA
"$622,500.00 ",4,3,2980,$208.89 ,House,3,2000,0,None,Snoqualmie,98065,USA
"$380,000.00 ",2,3,1230,$308.94 ,House,3,2011,0,None,Seattle,98144,USA
"$648,360.00 ",4,2,2260,$286.88 ,House,4,1947,1988,None,Kirkland,98033,USA
"$432,000.00 ",3,3,2200,$196.36 ,House,3,1982,0,None,Redmond,98053,USA
"$1,050,000.00 ",4,3,3030,$346.53 ,House,4,1988,0,None,Bellevue,98004,USA
"$353,250.00 ",2,1,1060,$333.25 ,House,3,1979,2014,None,Seattle,98144,USA
"$1,000,000.00 ",4,3,4260,$234.74 ,House,3,1996,0,None,Sammamish,98075,USA
"$320,000.00 ",3,2,998,$320.64 ,House,3,2007,0,None,Seattle,98117,USA
"$349,900.00 ",4,3,2052,$170.52 ,House,3,2014,0,None,Federal Way,98003,USA
"$330,000.00 ",4,4,3150,$104.76 ,House,3,2005,0,None,Kent,98042,USA
"$408,000.00 ",3,2,1950,$209.23 ,House,4,2006,0,None,SeaTac,98188,USA
"$321,000.00 ",3,2,1347,$238.31 ,House,3,2010,0,None,Seattle,98125,USA
"$1,051,000.00 ",4,4,3860,$272.28 ,House,3,2007,0,None,Issaquah,98029,USA
"$2,150,000.00 ",4,6,5060,$424.90 ,House,3,2008,0,None,Bellevue,98004,USA
"$359,000.00 ",3,2,1360,$263.97 ,House,3,2008,0,None,Seattle,98103,USA
"$300,000.00 ",5,3,2760,$108.70 ,House,3,2006,0,None,Seattle,98108,USA
"$380,000.00 ",5,4,2420,$157.02 ,House,3,2013,1923,None,Seattle,98118,USA
"$660,000.00 ",3,3,2450,$269.39 ,House,3,2010,0,None,Redmond,98053,USA
"$355,000.00 ",3,2,1280,$277.34 ,House,3,2005,0,None,Seattle,98103,USA
"$259,000.00 ",3,3,1550,$167.10 ,House,3,2011,0,None,Auburn,98002,USA
"$353,000.00 ",1,1,550,$641.82 ,House,3,2008,0,None,Seattle,98122,USA
"$430,000.00 ",2,3,1520,$282.89 ,House,3,2007,0,None,Seattle,98144,USA
"$460,000.00 ",3,1,1670,$275.45 ,House,4,1939,1989,None,Seattle,98117,USA
"$80,000.00 ",1,1,430,$186.05 ,House,2,1912,0,None,Carnation,98014,USA
"$782,000.00 ",4,3,2380,$328.57 ,House,4,1991,0,None,Bellevue,98006,USA
"$218,000.00 ",3,1,960,$227.08 ,House,5,1982,0,None,Enumclaw,98022,USA
"$325,000.00 ",3,1,1920,$169.27 ,House,3,1952,2008,None,Seattle,98118,USA
"$980,000.00 ",4,3,3680,$266.30 ,House,3,1967,2011,None,Seattle,98199,USA
"$902,000.00 ",4,2,2530,$356.52 ,House,5,1976,0,None,Bellevue,98006,USA
"$556,000.00 ",5,3,3840,$144.79 ,House,3,1991,0,None,Federal Way,98023,USA
"$662,990.00 ",3,2,1240,$534.67 ,House,5,1926,0,None,Seattle,98116,USA
"$225,000.00 ",2,1,1300,$173.08 ,House,4,1975,0,None,Ravensdale,98051,USA
"$439,950.00 ",4,3,2380,$184.85 ,House,3,2002,0,None,Renton,98059,USA
"$175,000.00 ",2,1,1300,$134.62 ,House,5,1958,0,None,Auburn,98001,USA
"$306,000.00 ",2,1,780,$392.31 ,House,4,1946,1989,None,Woodinville,98077,USA
"$235,000.00 ",4,3,1810,$129.83 ,House,3,1970,2014,None,Kent,98042,USA
"$399,500.00 ",3,2,2420,$165.08 ,House,3,1911,1986,None,North Bend,98045,USA
"$478,000.00 ",3,1,1280,$373.44 ,House,3,1910,2014,None,Seattle,98115,USA
"$515,000.00 ",2,1,1680,$306.55 ,House,4,1941,1998,None,Seattle,98136,USA
"$550,000.00 ",3,3,2510,$219.12 ,House,3,1992,0,None,Renton,98056,USA
"$149,000.00 ",3,1,1700,$87.65 ,House,3,1955,2005,None,Seattle,98146,USA
"$526,000.00 ",3,2,1680,$313.10 ,House,3,1992,0,None,Seattle,98115,USA
"$527,550.00 ",1,1,820,$643.35 ,House,3,1999,0,None,Snoqualmie,98065,USA
"$1,050,000.00 ",3,4,4380,$239.73 ,House,5,1983,0,None,Redmond,98052,USA
"$625,000.00 ",3,3,2600,$240.38 ,House,3,1984,0,None,Sammamish,98074,USA
"$950,000.00 ",5,3,3400,$279.41 ,House,3,1999,0,None,Bellevue,98007,USA
"$377,691.00 ",5,2,2120,$178.16 ,House,4,1942,1982,None,Shoreline,98133,USA
"$648,475.00 ",4,3,2250,$288.21 ,House,3,1951,1994,None,Seattle,98109,USA
"$383,000.00 ",3,1,1800,$212.78 ,House,4,1942,1982,None,Seattle,98126,USA
"$535,000.00 ",3,3,2210,$242.08 ,House,3,1994,0,None,Redmond,98052,USA
"$449,950.00 ",3,2,1560,$288.43 ,House,3,1923,1982,None,Seattle,98115,USA
"$465,425.00 ",4,3,2430,$191.53 ,House,3,1967,2011,None,Woodinville,98072,USA
"$675,000.00 ",4,3,2560,$263.67 ,House,4,1987,0,None,Sammamish,98075,USA
"$599,000.00 ",3,3,1960,$305.61 ,House,5,1926,0,None,Seattle,98103,USA
"$416,000.00 ",3,2,1110,$374.77 ,House,4,1963,0,None,Redmond,98052,USA
"$595,000.00 ",2,2,1030,$577.67 ,House,3,1924,2011,None,Seattle,98109,USA
"$200,000.00 ",4,1,1350,$148.15 ,House,3,1966,1963,None,Renton,98055,USA
"$402,000.00 ",3,2,1540,$261.04 ,House,3,2005,0,None,Issaquah,98029,USA
"$433,000.00 ",4,2,1830,$236.61 ,House,4,1966,0,None,Bellevue,98006,USA
"$275,000.00 ",4,2,1930,$142.49 ,House,3,1979,2014,None,Federal Way,98003,USA
"$410,000.00 ",3,2,1650,$248.48 ,House,3,1983,2009,None,Kirkland,98034,USA
"$554,820.00 ",4,2,3510,$158.07 ,House,3,1965,1982,None,Burien,98166,USA
"$1,325,000.00 ",4,3,3370,$393.18 ,House,3,1988,2000,None,Seattle,98117,USA
"$735,000.00 ",3,3,2390,$307.53 ,House,3,1984,0,None,Redmond,98052,USA
"$607,000.00 ",3,1,1230,$493.50 ,House,4,1951,1999,None,Bellevue,98004,USA
"$549,900.00 ",4,3,2830,$194.31 ,House,4,1987,0,None,Auburn,98092,USA
"$258,000.00 ",3,2,1620,$159.26 ,House,3,1988,2000,None,Maple Valley,98038,USA
"$661,254.00 ",4,4,2290,$288.76 ,House,5,1940,0,None,Seattle,98116,USA
"$945,000.00 ",4,2,2840,$332.75 ,House,3,1952,2008,None,Clyde Hill,98004,USA
"$799,950.00 ",4,4,4220,$189.56 ,House,3,1993,0,None,Auburn,98092,USA
"$132,500.00 ",3,1,1080,$122.69 ,House,3,1967,2011,None,Auburn,98001,USA
"$467,100.00 ",3,2,1620,$288.33 ,House,3,1973,2013,None,Redmond,98052,USA
"$1,610,000.00 ",4,4,4390,$366.74 ,House,3,1990,2009,None,Mercer Island,98040,USA
"$641,000.00 ",3,2,1620,$395.68 ,House,5,1926,0,None,Seattle,98117,USA
"$350,000.00 ",3,1,1010,$346.53 ,House,4,1947,1988,None,Shoreline,98155,USA
"$335,000.00 ",4,3,1750,$191.43 ,House,4,1983,0,None,Renton,98058,USA
"$900,000.00 ",3,4,4080,$220.59 ,House,3,2000,0,None,Auburn,98092,USA
"$440,000.00 ",4,3,2560,$171.88 ,House,4,1965,0,None,Issaquah,98027,USA
"$464,600.00 ",3,2,1120,$414.82 ,House,4,1925,1968,None,Seattle,98136,USA
"$1,200,000.00 ",4,4,4740,$253.16 ,House,3,2003,0,None,Redmond,98053,USA
"$300,000.00 ",2,1,1340,$223.88 ,House,3,1947,2012,None,Seattle,98178,USA
"$670,500.00 ",4,2,1590,$421.70 ,House,3,1951,1994,None,Seattle,98102,USA
"$552,000.00 ",3,1,1430,$386.01 ,House,4,1919,1985,None,Seattle,98115,USA
"$244,000.00 ",4,1,1450,$168.28 ,House,3,1943,2002,None,Seattle,98146,USA
"$788,600.00 ",4,3,3500,$225.31 ,House,3,2005,0,None,Redmond,98053,USA
"$445,000.00 ",3,2,1630,$273.01 ,House,3,1987,2000,None,Renton,98056,USA
"$530,000.00 ",4,2,1814,$292.17 ,House,4,1951,1999,None,Seattle,98115,USA
"$90,000.00 ",2,1,580,$155.17 ,House,3,1943,2002,None,Seattle,98178,USA
"$585,000.00 ",3,2,1670,$350.30 ,House,3,1931,0,None,Seattle,98117,USA
"$498,000.00 ",2,2,1140,$436.84 ,House,3,1924,2009,None,Kirkland,98033,USA
"$379,000.00 ",2,1,800,$473.75 ,House,3,1940,1996,None,Seattle,98115,USA
"$462,000.00 ",3,2,1300,$355.38 ,House,5,1919,1934,None,Seattle,98115,USA
"$388,000.00 ",4,3,2440,$159.02 ,House,3,1993,0,None,Renton,98058,USA
"$255,000.00 ",3,2,1490,$171.14 ,House,3,1984,0,None,Kent,98031,USA
"$665,000.00 ",3,3,1800,$369.44 ,House,4,1966,0,None,Bellevue,98006,USA
"$550,000.00 ",3,2,1830,$300.55 ,House,5,1959,0,None,Bellevue,98006,USA
"$606,000.00 ",3,1,1500,$404.00 ,House,3,1947,2012,None,Seattle,98107,USA
"$334,000.00 ",4,3,2210,$151.13 ,House,4,1965,0,None,Seattle,98178,USA
"$360,000.00 ",3,2,1270,$283.46 ,House,3,2006,0,None,Seattle,98103,USA
"$235,000.00 ",2,1,1140,$206.14 ,House,3,2007,0,None,Seattle,98126,USA
"$580,000.00 ",3,3,1620,$358.02 ,House,3,2008,0,None,Seattle,98103,USA
"$355,000.00 ",3,2,1220,$290.98 ,House,3,2007,0,None,Seattle,98103,USA
"$375,000.00 ",2,3,750,$500.00 ,House,3,2006,0,None,Seattle,98122,USA
"$372,000.00 ",4,2,1960,$189.80 ,House,5,1979,0,None,North Bend,98045,USA
"$479,000.00 ",3,1,1370,$349.64 ,House,3,1924,2011,None,Seattle,98103,USA
"$2,000,000.00 ",5,4,4580,$436.68 ,House,3,2004,2003,None,Sammamish,98075,USA
"$1,680,000.00 ",4,4,5584,$300.86 ,House,3,1998,2006,None,Carnation,98014,USA
"$501,000.00 ",2,1,1010,$496.04 ,House,5,1924,1956,None,Seattle,98115,USA
"$245,000.00 ",3,2,1260,$194.44 ,House,3,1994,0,None,Maple Valley,98038,USA
"$496,700.00 ",3,3,1740,$285.46 ,House,4,1989,0,None,Issaquah,98029,USA
"$347,000.00 ",4,2,2670,$129.96 ,House,3,1996,0,None,Auburn,98092,USA
"$199,000.00 ",2,1,720,$276.39 ,House,5,1943,0,None,Renton,98058,USA
"$440,500.00 ",3,3,2460,$179.07 ,House,3,2007,0,None,Snoqualmie,98065,USA
"$820,000.00 ",4,3,3670,$223.43 ,House,3,2005,0,None,Sammamish,98075,USA
"$325,000.00 ",4,4,2630,$123.57 ,House,3,1984,0,None,SeaTac,98188,USA
"$195,000.00 ",3,2,1570,$124.20 ,House,3,1991,0,None,Enumclaw,98022,USA
"$675,000.00 ",3,3,2980,$226.51 ,House,3,1981,2013,None,Redmond,98052,USA
"$295,000.00 ",3,3,1560,$189.10 ,House,3,2003,0,None,Maple Valley,98038,USA
"$355,300.00 ",3,3,1620,$219.32 ,House,5,1955,0,None,Shoreline,98133,USA
"$276,000.00 ",3,1,1140,$242.11 ,House,3,1960,2012,None,Seattle,98106,USA
"$460,000.00 ",2,2,2730,$168.50 ,House,4,1976,1992,None,Duvall,98019,USA
"$880,000.00 ",3,2,2130,$413.15 ,House,4,1989,0,None,Woodinville,98072,USA
"$370,000.00 ",3,3,1780,$207.87 ,House,3,2001,0,None,Shoreline,98155,USA
"$346,000.00 ",4,3,2100,$164.76 ,House,3,2009,0,None,Renton,98058,USA
"$172,500.00 ",3,1,1140,$151.32 ,House,3,1972,2002,None,Auburn,98001,USA
"$379,950.00 ",3,2,1690,$224.82 ,House,4,1956,0,None,Kenmore,98028,USA
"$468,000.00 ",2,1,1160,$403.45 ,House,4,1942,1982,None,Seattle,98115,USA
"$477,000.00 ",4,3,1720,$277.33 ,House,3,1978,0,None,Seattle,98118,USA
"$529,000.00 ",3,1,1210,$437.19 ,House,4,1924,0,None,Seattle,98107,USA
"$312,000.00 ",3,2,1255,$248.61 ,House,3,2004,2003,None,Seattle,98125,USA
"$326,100.00 ",2,1,880,$370.57 ,House,3,1942,1999,None,Seattle,98177,USA
"$360,000.00 ",3,1,1050,$342.86 ,House,3,1954,2005,None,Seattle,98125,USA
"$438,000.00 ",3,2,1650,$265.45 ,House,4,1961,2001,None,Kenmore,98028,USA
"$360,000.00 ",3,1,1570,$229.30 ,House,3,1954,2005,None,Shoreline,98177,USA
"$1,050,000.00 ",4,3,2920,$359.59 ,House,3,1921,2006,None,Seattle,98144,USA
"$688,000.00 ",4,3,3000,$229.33 ,House,3,1913,2014,None,Seattle,98144,USA
"$585,000.00 ",3,2,1850,$316.22 ,House,4,1983,0,None,Issaquah,98027,USA
"$265,000.00 ",3,3,1440,$184.03 ,House,4,1983,0,None,Kent,98031,USA
"$375,000.00 ",3,2,1440,$260.42 ,House,3,1973,2013,None,Kirkland,98034,USA
"$326,500.00 ",3,1,1810,$180.39 ,House,3,1970,2014,None,Woodinville,98072,USA
"$160,000.00 ",2,1,1180,$135.59 ,House,3,1918,0,None,Seattle,98178,USA
"$1,570,000.00 ",4,4,3070,$511.40 ,House,5,1927,0,None,Seattle,98112,USA
"$735,000.00 ",5,3,3390,$216.81 ,House,3,2004,2003,None,Sammamish,98075,USA
"$400,000.00 ",2,1,1470,$272.11 ,House,2,1940,0,None,Seattle,98115,USA
"$800,000.00 ",4,3,2680,$298.51 ,House,3,1952,2013,None,Kirkland,98033,USA
"$949,880.00 ",4,2,2290,$414.79 ,House,3,1978,0,None,Bellevue,98004,USA
"$405,000.00 ",3,2,1980,$204.55 ,House,4,1949,1985,None,Shoreline,98133,USA
"$399,000.00 ",4,3,2870,$139.02 ,House,3,1979,2014,None,Renton,98058,USA
"$730,001.00 ",3,2,1840,$396.74 ,House,5,1951,0,None,Seattle,98117,USA
"$1,795,000.00 ",4,3,4060,$442.12 ,House,3,2000,0,None,Mercer Island,98040,USA
"$260,000.00 ",3,2,1630,$159.51 ,House,3,2003,0,None,Pacific,98047,USA
"$751,750.00 ",2,2,1880,$399.87 ,House,3,1902,0,None,Seattle,98112,USA
"$325,000.00 ",3,2,1780,$182.58 ,House,4,1983,0,None,Kent,98042,USA
"$344,950.00 ",4,2,2330,$148.05 ,House,4,1941,1998,None,Kent,98030,USA
"$457,500.00 ",3,2,1840,$248.64 ,House,5,1925,0,None,Seattle,98108,USA
"$389,000.00 ",5,2,2330,$166.95 ,House,4,1962,0,None,Kenmore,98028,USA
"$515,000.00 ",4,3,3200,$160.94 ,House,3,2005,0,None,Renton,98059,USA
"$732,000.00 ",3,3,2330,$314.16 ,House,3,2004,2003,None,Seattle,98107,USA
"$415,000.00 ",3,2,1950,$212.82 ,House,3,1964,2000,None,Shoreline,98155,USA
"$1,655,000.00 ",4,4,3080,$537.34 ,House,3,1937,2009,None,Seattle,98199,USA
"$535,000.00 ",2,1,1040,$514.42 ,House,3,1951,1994,None,Seattle,98115,USA
"$540,000.00 ",4,4,1960,$275.51 ,House,3,1940,2003,None,Seattle,98116,USA
"$525,000.00 ",5,3,2750,$190.91 ,House,5,1926,0,None,Seattle,98115,USA
"$570,000.00 ",3,2,1930,$295.34 ,House,3,1977,2004,None,Woodinville,98072,USA
"$569,950.00 ",5,5,4850,$117.52 ,House,3,2001,0,None,Federal Way,98023,USA
"$283,200.00 ",4,3,1982,$142.89 ,House,3,2004,2003,None,Kent,98030,USA
"$1,100,000.00 ",3,3,2640,$416.67 ,House,5,1926,0,None,Seattle,98112,USA
"$830,000.00 ",4,3,1850,$448.65 ,House,3,1978,0,None,Redmond,98052,USA
"$495,000.00 ",4,2,1940,$255.15 ,House,4,1956,0,None,Bellevue,98007,USA
"$292,050.00 ",5,3,2840,$102.83 ,House,3,2003,0,None,Tukwila,98178,USA
"$415,000.00 ",5,2,1900,$218.42 ,House,3,1961,2004,None,Kirkland,98034,USA
"$295,832.00 ",5,1,1410,$209.81 ,House,5,1955,0,None,Des Moines,98198,USA
"$450,000.00 ",4,3,2520,$178.57 ,House,3,1999,0,None,Duvall,98019,USA
"$1,381,000.00 ",4,4,3160,$437.03 ,House,3,1997,0,None,Mercer Island,98040,USA
"$857,000.00 ",4,3,3720,$230.38 ,House,3,1991,0,None,Kirkland,98033,USA
"$499,950.00 ",3,4,1820,$274.70 ,House,3,2014,0,None,Seattle,98144,USA
"$465,000.00 ",3,2,1560,$298.08 ,House,5,1967,0,None,Kirkland,98034,USA
"$329,000.00 ",3,1,1600,$205.63 ,House,4,1964,0,None,Seattle,98106,USA
"$475,000.00 ",3,2,1230,$386.18 ,House,4,1984,0,None,Redmond,98052,USA
"$255,000.00 ",3,1,960,$265.63 ,House,3,1955,2005,None,Shoreline,98155,USA
"$435,000.00 ",3,1,1270,$342.52 ,House,3,1928,1954,None,Seattle,98126,USA
"$685,000.00 ",3,3,2810,$243.77 ,House,3,2001,0,None,Bellevue,98006,USA
"$715,000.00 ",2,3,2160,$331.02 ,House,3,2002,0,None,Redmond,98053,USA
"$780,000.00 ",3,3,2520,$309.52 ,House,3,1925,2006,None,Seattle,98119,USA
"$345,000.00 ",2,2,1180,$292.37 ,House,3,2005,0,None,Seattle,98144,USA
"$355,000.00 ",4,2,1810,$196.13 ,House,3,2003,0,None,Renton,98059,USA
"$282,000.00 ",3,3,1680,$167.86 ,House,3,1994,0,None,Kent,98031,USA
