Price,Price_per_SQFT,Bedrooms,SQFT,Zip Code,City,Bathrooms,Suburb,House Type,Built,Remodeled,Country,Condition
"$80,000.00 ",$37.30 ,1,2145,8014,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,2002,2009,Spain,4
"$143,200.00 ",$48.99 ,1,2923,8014,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1968,2008,Spain,3
"$78,900.00 ",$34.76 ,2,2270,8007,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1969,2021,Spain,4
"$120,085.00 ",$48.01 ,1,2501,8007,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1992,2021,Spain,1
"$91,440.00 ",$38.66 ,1,2365,8015,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1980,2016,Spain,4
"$215,600.00 ",$99.91 ,2,2158,8004,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1962,2020,Spain,1
"$134,540.00 ",$46.01 ,1,2924,8010,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1973,2021,Spain,4
"$166,500.00 ",$79.86 ,1,2085,8015,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1985,2022,Spain,1
"$93,250.00 ",$36.10 ,1,2583,8004,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1945,2009,Spain,2
"$111,510.00 ",$56.26 ,2,1982,8002,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1983,2019,Spain,4
"$106,880.00 ",$35.85 ,1,2981,8009,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1961,2006,Spain,1
"$75,600.00 ",$42.14 ,2,1794,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1951,2007,Spain,4
"$59,890.00 ",$25.21 ,2,2376,8002,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1982,2018,Spain,4
"$140,000.00 ",$56.20 ,2,2491,8012,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1989,2023,Spain,2
"$108,360.00 ",$49.19 ,2,2203,8014,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1966,2009,Spain,3
"$80,000.00 ",$26.68 ,2,2998,8012,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1958,2018,Spain,5
"$121,000.00 ",$63.72 ,1,1899,8004,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1974,2018,Spain,5
"$83,400.00 ",$55.12 ,2,1513,8010,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1972,2009,Spain,3
"$62,150.00 ",$21.73 ,2,2860,8012,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1983,2014,Spain,4
"$81,000.00 ",$40.10 ,2,2020,8006,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,2001,2005,Spain,1
"$138,600.00 ",$66.51 ,2,2084,8008,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1967,2009,Spain,2
"$111,220.00 ",$54.95 ,2,2024,8006,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1965,2022,Spain,5
"$76,270.00 ",$35.46 ,1,2151,8011,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1972,2007,Spain,2
"$112,000.00 ",$37.86 ,2,2958,8007,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1952,2021,Spain,2
"$143,000.00 ",$58.01 ,1,2465,8011,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1948,2007,Spain,4
"$105,600.00 ",$43.73 ,2,2415,8001,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1972,2012,Spain,1
"$167,200.00 ",$62.46 ,1,2677,8014,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1984,2006,Spain,3
"$132,060.00 ",$66.36 ,2,1990,8007,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1954,2011,Spain,4
"$501,150.00 ",$193.42 ,2,2591,8010,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1945,2006,Spain,5
"$64,980.00 ",$31.38 ,1,2071,8011,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1948,2005,Spain,2
"$76,270.00 ",$30.27 ,2,2520,8013,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1965,2011,Spain,4
"$72,000.00 ",$24.90 ,1,2892,8008,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1962,2009,Spain,4
"$132,000.00 ",$44.78 ,1,2948,8013,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1973,2005,Spain,3
"$111,150.00 ",$49.91 ,1,2227,8006,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1975,2022,Spain,3
"$80,920.00 ",$32.34 ,2,2502,8004,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1971,2006,Spain,1
"$151,500.00 ",$52.99 ,1,2859,8007,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1981,2011,Spain,4
"$38,250.00 ",$17.59 ,1,2175,8001,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1953,2005,Spain,2
"$91,080.00 ",$43.41 ,1,2098,8010,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1979,2005,Spain,3
"$129,600.00 ",$45.81 ,1,2829,8008,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1955,2016,Spain,2
"$144,000.00 ",$48.26 ,2,2984,8002,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1952,2006,Spain,3
"$82,365.00 ",$33.00 ,1,2496,8003,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1987,2012,Spain,4
"$121,000.00 ",$48.81 ,1,2479,8016,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1982,2022,Spain,4
"$98,150.00 ",$34.74 ,1,2825,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1961,2013,Spain,2
"$59,890.00 ",$24.90 ,1,2405,8004,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1987,2022,Spain,4
"$75,520.00 ",$29.06 ,2,2599,8005,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1966,2005,Spain,5
"$69,000.00 ",$29.42 ,2,2345,8006,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1986,2019,Spain,2
"$135,000.00 ",$72.82 ,1,1854,8015,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1980,2010,Spain,4
"$78,690.00 ",$26.42 ,1,2978,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1985,2009,Spain,3
"$70,760.00 ",$26.67 ,2,2653,8007,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1983,2021,Spain,5
"$110,360.00 ",$48.38 ,2,2281,8005,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,2000,2014,Spain,4
"$119,700.00 ",$69.03 ,1,1734,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1997,2014,Spain,3
"$66,700.00 ",$34.42 ,1,1938,8001,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1962,2015,Spain,1
"$72,090.00 ",$31.30 ,2,2303,8009,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1987,2018,Spain,1
"$96,894.00 ",$40.92 ,2,2368,8006,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1992,2014,Spain,1
"$149,600.00 ",$56.99 ,1,2625,8007,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1985,2017,Spain,1
"$111,150.00 ",$62.03 ,1,1792,8015,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1962,2006,Spain,2
"$72,000.00 ",$36.51 ,2,1972,8001,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1950,2018,Spain,3
"$91,439.00 ",$43.25 ,1,2114,8007,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1945,2012,Spain,4
"$60,480.00 ",$28.41 ,1,2129,8001,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1949,2010,Spain,4
"$125,300.00 ",$45.68 ,2,2743,8015,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1960,2010,Spain,4
"$56,650.00 ",$23.99 ,1,2361,8010,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1969,2019,Spain,3
"$138,250.00 ",$58.21 ,1,2375,8001,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1996,2010,Spain,4
"$82,010.00 ",$41.84 ,1,1960,8008,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1979,2008,Spain,1
"$72,500.00 ",$32.82 ,2,2209,8016,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1988,2023,Spain,5
"$95,480.00 ",$46.80 ,2,2040,8009,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1970,2011,Spain,4
"$72,000.00 ",$39.11 ,1,1841,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1992,2014,Spain,1
"$85,680.00 ",$52.56 ,1,1630,8013,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1956,2009,Spain,1
"$72,600.00 ",$37.52 ,1,1935,8001,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1977,2014,Spain,5
"$66,560.00 ",$27.65 ,1,2407,8006,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1952,2019,Spain,3
"$74,100.00 ",$27.01 ,1,2743,8002,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1991,2021,Spain,1
"$78,717.00 ",$27.24 ,2,2890,8004,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1962,2010,Spain,5
"$150,100.00 ",$50.99 ,1,2944,8005,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1966,2006,Spain,2
"$78,690.00 ",$33.19 ,1,2371,8002,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1965,2014,Spain,5
"$66,560.00 ",$40.81 ,2,1631,8003,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1992,2022,Spain,3
"$56,637.00 ",$25.12 ,2,2255,8016,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1971,2019,Spain,1
"$69,000.00 ",$27.49 ,2,2510,8011,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1978,2010,Spain,5
"$77,400.00 ",$43.24 ,2,1790,8016,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1993,2007,Spain,2
"$111,220.00 ",$50.62 ,1,2197,8002,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1974,2010,Spain,1
"$113,529.00 ",$56.01 ,1,2027,8011,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1947,2023,Spain,2
"$138,600.00 ",$80.82 ,2,1715,8001,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1974,2005,Spain,3
"$97,500.00 ",$35.89 ,1,2717,8008,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1970,2008,Spain,3
"$150,100.00 ",$62.05 ,1,2419,8009,Barcelona,1,can-peguera-el-turo-de-la-peira,Apartment,1997,2011,Spain,1
"$59,890.00 ",$24.17 ,2,2478,8007,Barcelona,2,can-peguera-el-turo-de-la-peira,Apartment,1980,2005,Spain,4
"$109,500.00 ",$42.12 ,2,2600,8006,Barcelona,2,verdun,Apartment,1953,2015,Spain,2
"$85,250.00 ",$40.08 ,2,2127,8001,Barcelona,1,verdun,Apartment,1975,2023,Spain,3
"$256,500.00 ",$101.46 ,1,2528,8009,Barcelona,2,verdun,Apartment,1980,2009,Spain,5
"$87,540.00 ",$34.97 ,2,2503,8008,Barcelona,1,verdun,Apartment,1991,2019,Spain,5
"$165,600.00 ",$82.18 ,1,2015,8013,Barcelona,2,verdun,Apartment,1955,2010,Spain,4
"$99,000.00 ",$54.79 ,2,1807,8010,Barcelona,1,verdun,Apartment,1998,2006,Spain,2
"$236,000.00 ",$85.17 ,1,2771,8008,Barcelona,2,verdun,Apartment,1961,2019,Spain,1
"$104,256.00 ",$35.52 ,2,2935,8012,Barcelona,1,verdun,Apartment,1987,2021,Spain,5
"$118,300.00 ",$60.73 ,2,1948,8004,Barcelona,1,verdun,Apartment,1950,2018,Spain,5
"$101,400.00 ",$51.58 ,2,1966,8016,Barcelona,1,verdun,Apartment,1948,2010,Spain,3
"$99,000.00 ",$47.01 ,1,2106,8001,Barcelona,2,verdun,Apartment,1999,2015,Spain,1
"$99,000.00 ",$53.11 ,1,1864,8002,Barcelona,1,verdun,Apartment,2001,2009,Spain,4
"$165,600.00 ",$86.61 ,1,1912,8009,Barcelona,1,verdun,Apartment,1984,2014,Spain,2
"$165,600.00 ",$62.92 ,2,2632,8013,Barcelona,1,verdun,Apartment,1982,2007,Spain,4
"$103,290.00 ",$56.01 ,2,1844,8009,Barcelona,1,verdun,Apartment,1993,2012,Spain,2
"$165,600.00 ",$62.42 ,1,2653,8008,Barcelona,1,verdun,Apartment,1960,2020,Spain,5
"$101,400.00 ",$36.81 ,1,2755,8007,Barcelona,1,verdun,Apartment,1948,2018,Spain,5
"$96,600.00 ",$55.26 ,1,1748,8009,Barcelona,2,verdun,Apartment,1966,2011,Spain,2
"$165,600.00 ",$107.88 ,1,1535,8008,Barcelona,2,verdun,Apartment,1974,2023,Spain,5
"$126,920.00 ",$70.32 ,1,1805,8006,Barcelona,1,verdun,Apartment,1948,2020,Spain,3
"$99,000.00 ",$43.63 ,2,2269,8012,Barcelona,1,verdun,Apartment,1961,2012,Spain,5
"$165,600.00 ",$81.46 ,2,2033,8016,Barcelona,1,verdun,Apartment,1977,2012,Spain,2
"$102,690.00 ",$39.34 ,1,2610,8003,Barcelona,1,verdun,Apartment,2001,2018,Spain,3
"$129,500.00 ",$81.65 ,2,1586,8013,Barcelona,2,verdun,Apartment,1992,2022,Spain,1
"$165,600.00 ",$87.34 ,2,1896,8002,Barcelona,2,verdun,Apartment,2002,2022,Spain,3
"$165,600.00 ",$61.42 ,1,2696,8002,Barcelona,1,verdun,Apartment,1951,2019,Spain,3
"$52,900.00 ",$32.76 ,1,1615,8016,Barcelona,2,verdun,Apartment,1955,2010,Spain,1
"$43,200.00 ",$17.41 ,1,2481,8009,Barcelona,1,verdun,Apartment,1947,2023,Spain,1
"$96,850.00 ",$50.26 ,1,1927,8001,Barcelona,1,verdun,Apartment,1979,2017,Spain,5
"$162,400.00 ",$61.56 ,1,2638,8016,Barcelona,1,verdun,Apartment,1945,2010,Spain,2
"$170,500.00 ",$96.88 ,2,1760,8001,Barcelona,1,verdun,Apartment,1998,2007,Spain,5
"$204,000.00 ",$135.64 ,2,1504,8002,Barcelona,2,verdun,Apartment,1984,2017,Spain,5
"$122,200.00 ",$73.00 ,2,1674,8012,Barcelona,1,verdun,Apartment,1994,2006,Spain,3
"$195,000.00 ",$124.68 ,1,1564,8009,Barcelona,2,verdun,Apartment,1993,2010,Spain,1
"$69,000.00 ",$27.88 ,2,2475,8008,Barcelona,2,verdun,Apartment,1978,2017,Spain,2
"$105,000.00 ",$39.24 ,2,2676,8016,Barcelona,2,verdun,Apartment,1978,2008,Spain,5
"$282,800.00 ",$115.71 ,2,2444,8004,Barcelona,2,verdun,Apartment,2000,2009,Spain,5
"$81,000.00 ",$43.27 ,2,1872,8004,Barcelona,1,verdun,Apartment,1957,2020,Spain,3
"$41,830.00 ",$24.56 ,1,1703,8015,Barcelona,1,verdun,Apartment,1988,2022,Spain,2
"$79,300.00 ",$27.89 ,1,2843,8004,Barcelona,2,verdun,Apartment,1949,2010,Spain,5
"$162,240.00 ",$78.87 ,1,2057,8016,Barcelona,1,verdun,Apartment,1983,2014,Spain,1
"$99,000.00 ",$51.86 ,2,1909,8011,Barcelona,2,verdun,Apartment,1996,2021,Spain,1
"$165,600.00 ",$74.76 ,1,2215,8011,Barcelona,1,verdun,Apartment,1987,2017,Spain,5
"$99,000.00 ",$38.57 ,2,2567,8012,Barcelona,2,verdun,Apartment,1976,2022,Spain,5
"$86,180.00 ",$33.52 ,2,2571,8013,Barcelona,1,verdun,Apartment,1975,2015,Spain,4
"$159,750.00 ",$72.32 ,1,2209,8015,Barcelona,2,verdun,Apartment,1992,2018,Spain,4
"$161,919.00 ",$55.34 ,2,2926,8014,Barcelona,1,verdun,Apartment,1965,2010,Spain,5
"$526,845.00 ",$177.51 ,1,2968,8007,Barcelona,1,verdun,Apartment,1953,2023,Spain,3
"$68,750.00 ",$30.42 ,1,2260,8009,Barcelona,1,verdun,Apartment,1971,2006,Spain,4
"$165,600.00 ",$68.37 ,2,2422,8008,Barcelona,2,verdun,Apartment,1956,2010,Spain,2
"$65,280.00 ",$24.36 ,1,2680,8015,Barcelona,1,verdun,Apartment,1992,2016,Spain,3
"$102,690.00 ",$40.14 ,2,2558,8002,Barcelona,1,verdun,Apartment,1989,2023,Spain,4
"$102,690.00 ",$58.65 ,1,1751,8009,Barcelona,2,verdun,Apartment,1962,2013,Spain,4
"$165,600.00 ",$90.29 ,2,1834,8007,Barcelona,1,verdun,Apartment,1991,2022,Spain,5
"$54,520.00 ",$20.47 ,2,2664,8015,Barcelona,1,verdun,Apartment,1994,2020,Spain,2
"$82,500.00 ",$34.71 ,2,2377,8004,Barcelona,1,verdun,Apartment,1966,2011,Spain,4
"$142,100.00 ",$79.52 ,2,1787,8004,Barcelona,2,verdun,Apartment,1996,2005,Spain,1
"$166,500.00 ",$84.52 ,2,1970,8009,Barcelona,2,verdun,Apartment,1946,2022,Spain,2
"$124,800.00 ",$50.34 ,2,2479,8009,Barcelona,1,verdun,Apartment,2002,2008,Spain,2
"$93,500.00 ",$61.88 ,1,1511,8016,Barcelona,2,verdun,Apartment,1974,2008,Spain,4
"$102,300.00 ",$53.39 ,2,1916,8003,Barcelona,2,verdun,Apartment,1999,2023,Spain,5
"$165,600.00 ",$85.32 ,2,1941,8001,Barcelona,1,verdun,Apartment,1966,2020,Spain,1
"$174,600.00 ",$87.17 ,1,2003,8005,Barcelona,1,verdun,Apartment,1961,2021,Spain,3
"$93,500.00 ",$34.10 ,2,2742,8003,Barcelona,2,verdun,Apartment,1970,2008,Spain,3
"$68,400.00 ",$34.79 ,2,1966,8010,Barcelona,2,verdun,Apartment,1949,2020,Spain,1
"$83,790.00 ",$33.65 ,1,2490,8003,Barcelona,2,verdun,Apartment,1947,2011,Spain,5
"$165,600.00 ",$101.22 ,2,1636,8004,Barcelona,1,verdun,Apartment,1959,2007,Spain,2
"$256,500.00 ",$142.42 ,1,1801,8011,Barcelona,2,verdun,Apartment,1973,2021,Spain,4
"$159,300.00 ",$54.22 ,1,2938,8007,Barcelona,1,verdun,Apartment,1963,2009,Spain,5
"$155,310.00 ",$84.82 ,1,1831,8014,Barcelona,2,verdun,Apartment,2002,2010,Spain,2
"$159,300.00 ",$98.15 ,2,1623,8003,Barcelona,2,verdun,Apartment,1966,2019,Spain,4
"$165,600.00 ",$88.37 ,1,1874,8002,Barcelona,1,verdun,Apartment,1975,2005,Spain,1
"$164,430.00 ",$95.60 ,2,1720,8002,Barcelona,2,verdun,Apartment,1955,2019,Spain,1
"$163,458.00 ",$98.71 ,1,1656,8002,Barcelona,2,verdun,Apartment,1965,2023,Spain,5
"$117,600.00 ",$39.58 ,1,2971,8003,Barcelona,2,verdun,Apartment,1978,2023,Spain,3
"$113,400.00 ",$38.96 ,2,2911,8003,Barcelona,1,verdun,Apartment,1970,2017,Spain,4
"$61,880.00 ",$27.31 ,2,2266,8016,Barcelona,2,verdun,Apartment,1957,2016,Spain,5
"$69,960.00 ",$26.03 ,1,2688,8001,Barcelona,1,verdun,Apartment,1976,2015,Spain,2
"$1,482,000.00 ",$573.53 ,2,2584,8015,Barcelona,1,verdun,Apartment,1989,2012,Spain,4
"$186,264.00 ",$96.96 ,1,1921,8014,Barcelona,1,verdun,Apartment,1970,2014,Spain,5
"$305,020.00 ",$158.86 ,1,1920,8004,Barcelona,2,verdun,Apartment,1947,2020,Spain,1
"$68,595.00 ",$32.25 ,1,2127,8014,Barcelona,2,verdun,Apartment,1965,2016,Spain,5
"$207,460.00 ",$90.75 ,2,2286,8007,Barcelona,2,verdun,Apartment,1957,2021,Spain,1
"$54,520.00 ",$21.73 ,1,2509,8016,Barcelona,2,verdun,Apartment,1970,2007,Spain,4
"$142,595.00 ",$81.48 ,2,1750,8007,Barcelona,1,verdun,Apartment,1970,2011,Spain,5
"$208,250.85 ",$87.87 ,2,2370,8009,Barcelona,1,verdun,Apartment,1952,2021,Spain,3
"$49,950.00 ",$19.50 ,1,2562,8001,Barcelona,1,verdun,Apartment,1966,2013,Spain,2
"$49,950.00 ",$33.28 ,1,1501,8014,Barcelona,2,verdun,Apartment,1954,2013,Spain,3
"$23,320.00 ",$8.55 ,1,2726,8007,Barcelona,2,verdun,Apartment,1961,2021,Spain,4
"$264,600.00 ",$111.83 ,2,2366,8009,Barcelona,2,verdun,Apartment,1991,2020,Spain,2
"$85,443.00 ",$34.97 ,2,2443,8016,Barcelona,2,verdun,Apartment,1946,2009,Spain,1
"$68,750.00 ",$43.38 ,2,1585,8007,Barcelona,1,verdun,Apartment,1963,2007,Spain,3
"$60,690.00 ",$30.22 ,1,2008,8003,Barcelona,1,verdun,Apartment,1990,2010,Spain,4
"$263,340.00 ",$171.45 ,1,1536,8009,Barcelona,1,verdun,Apartment,1967,2022,Spain,1
"$89,600.00 ",$36.93 ,1,2426,8009,Barcelona,2,verdun,Apartment,1984,2009,Spain,3
"$407,100.00 ",$200.05 ,2,2035,8001,Barcelona,2,verdun,Apartment,1946,2008,Spain,5
"$47,280.00 ",$15.77 ,1,2999,8003,Barcelona,1,verdun,Apartment,1978,2007,Spain,2
"$159,300.00 ",$61.41 ,2,2594,8015,Barcelona,1,verdun,Apartment,1962,2016,Spain,2
"$84,000.00 ",$34.61 ,2,2427,8009,Barcelona,1,verdun,Apartment,1958,2005,Spain,1
"$103,600.00 ",$36.54 ,1,2835,8013,Barcelona,2,verdun,Apartment,1993,2006,Spain,5
"$66,300.00 ",$34.66 ,2,1913,8004,Barcelona,2,verdun,Apartment,1983,2006,Spain,1
"$74,800.00 ",$33.08 ,1,2261,8006,Barcelona,1,verdun,Apartment,1989,2010,Spain,1
"$156,000.00 ",$73.07 ,1,2135,8002,Barcelona,1,verdun,Apartment,1965,2011,Spain,2
"$123,900.00 ",$76.67 ,1,1616,8015,Barcelona,2,verdun,Apartment,1976,2011,Spain,2
"$134,264.64 ",$51.54 ,2,2605,8010,Barcelona,2,verdun,Apartment,1962,2014,Spain,4
"$116,610.00 ",$46.51 ,2,2507,8006,Barcelona,2,verdun,Apartment,1959,2017,Spain,2
"$79,650.00 ",$39.35 ,1,2024,8011,Barcelona,1,verdun,Apartment,1947,2011,Spain,2
"$61,680.00 ",$34.69 ,2,1778,8001,Barcelona,1,verdun,Apartment,1983,2014,Spain,4
"$117,390.00 ",$43.40 ,1,2705,8015,Barcelona,1,verdun,Apartment,1995,2007,Spain,3
"$43,600.00 ",$14.65 ,1,2977,8001,Barcelona,1,verdun,Apartment,1972,2017,Spain,4
"$33,820.00 ",$12.44 ,2,2718,8013,Barcelona,1,verdun,Apartment,1960,2012,Spain,5
"$155,200.00 ",$58.70 ,1,2644,8003,Barcelona,2,verdun,Apartment,1953,2008,Spain,2
"$292,320.00 ",$100.42 ,1,2911,8010,Barcelona,1,verdun,Apartment,1973,2016,Spain,1
"$86,450.00 ",$49.91 ,2,1732,8001,Barcelona,1,verdun,Apartment,1973,2007,Spain,1
"$63,210.00 ",$27.33 ,1,2313,8002,Barcelona,2,verdun,Apartment,1962,2021,Spain,3
"$60,500.00 ",$37.00 ,1,1635,8012,Barcelona,2,verdun,Apartment,1968,2018,Spain,1
"$100,485.00 ",$33.51 ,2,2999,8011,Barcelona,2,verdun,Apartment,1961,2023,Spain,5
"$60,000.00 ",$22.68 ,1,2645,8007,Barcelona,1,verdun,Apartment,1965,2013,Spain,5
"$97,500.00 ",$41.10 ,2,2372,8008,Barcelona,1,verdun,Apartment,1964,2007,Spain,1
"$68,880.00 ",$39.65 ,2,1737,8009,Barcelona,1,verdun,Apartment,1981,2012,Spain,3
"$118,300.00 ",$54.12 ,2,2186,8009,Barcelona,1,verdun,Apartment,1951,2011,Spain,4
"$65,450.00 ",$22.51 ,1,2908,8012,Barcelona,1,verdun,Apartment,1992,2016,Spain,3
"$163,200.00 ",$91.33 ,1,1787,8010,Barcelona,2,verdun,Apartment,1991,2017,Spain,3
"$80,620.00 ",$48.80 ,1,1652,8004,Barcelona,2,verdun,Apartment,1970,2005,Spain,4
"$351,750.00 ",$159.81 ,1,2201,8010,Barcelona,1,la-guineueta,Apartment,1957,2005,Spain,2
"$151,200.00 ",$83.77 ,2,1805,8003,Barcelona,2,la-guineueta,Apartment,1959,2021,Spain,2
"$351,750.00 ",$138.10 ,2,2547,8008,Barcelona,1,la-guineueta,Apartment,1987,2020,Spain,4
"$359,700.00 ",$175.04 ,1,2055,8004,Barcelona,1,la-guineueta,Apartment,1970,2013,Spain,4
"$151,200.00 ",$54.00 ,2,2800,8006,Barcelona,1,la-guineueta,Apartment,1982,2019,Spain,5
"$234,000.00 ",$83.19 ,2,2813,8014,Barcelona,1,la-guineueta,Apartment,1981,2012,Spain,1
"$109,200.00 ",$44.90 ,1,2432,8003,Barcelona,2,la-guineueta,Apartment,1951,2006,Spain,2
"$207,500.00 ",$124.85 ,1,1662,8009,Barcelona,1,la-guineueta,Apartment,1978,2021,Spain,1
"$351,750.00 ",$161.58 ,1,2177,8010,Barcelona,1,la-guineueta,Apartment,2002,2008,Spain,5
"$262,990.00 ",$164.57 ,1,1598,8007,Barcelona,1,la-guineueta,Apartment,1951,2006,Spain,1
"$359,700.00 ",$155.31 ,1,2316,8012,Barcelona,1,la-guineueta,Apartment,1947,2009,Spain,2
"$151,200.00 ",$62.71 ,2,2411,8006,Barcelona,2,la-guineueta,Apartment,1977,2015,Spain,1
"$351,750.00 ",$195.20 ,2,1802,8001,Barcelona,1,la-guineueta,Apartment,1966,2022,Spain,1
"$359,700.00 ",$164.62 ,2,2185,8004,Barcelona,2,la-guineueta,Apartment,1978,2022,Spain,5
"$220,000.00 ",$74.80 ,1,2941,8015,Barcelona,2,la-guineueta,Apartment,1957,2022,Spain,3
"$110,400.00 ",$49.62 ,1,2225,8009,Barcelona,2,la-guineueta,Apartment,1955,2005,Spain,3
"$351,750.00 ",$223.62 ,2,1573,8016,Barcelona,1,la-guineueta,Apartment,1968,2016,Spain,2
"$351,750.00 ",$186.51 ,2,1886,8001,Barcelona,2,la-guineueta,Apartment,1987,2023,Spain,5
"$148,800.00 ",$51.24 ,2,2904,8007,Barcelona,2,la-guineueta,Apartment,1985,2021,Spain,2
"$160,800.00 ",$96.93 ,1,1659,8014,Barcelona,1,la-guineueta,Apartment,1964,2009,Spain,2
"$351,750.00 ",$138.48 ,1,2540,8003,Barcelona,2,la-guineueta,Apartment,1968,2009,Spain,2
"$351,750.00 ",$135.44 ,1,2597,8006,Barcelona,1,la-guineueta,Apartment,1965,2018,Spain,2
"$151,200.00 ",$93.97 ,2,1609,8014,Barcelona,1,la-guineueta,Apartment,1994,2007,Spain,2
"$160,800.00 ",$56.70 ,1,2836,8008,Barcelona,2,la-guineueta,Apartment,1970,2007,Spain,3
"$151,200.00 ",$70.33 ,1,2150,8002,Barcelona,1,la-guineueta,Apartment,1947,2008,Spain,2
"$359,700.00 ",$209.49 ,1,1717,8003,Barcelona,2,la-guineueta,Apartment,1976,2006,Spain,3
"$359,700.00 ",$171.53 ,2,2097,8009,Barcelona,1,la-guineueta,Apartment,1954,2013,Spain,4
